config,rf,seed,nparam,session,budget_frames,calib_seconds,ref_raw_r2
d3_res,57,1,6050,ses-2020-10-30-Run1,1000000000,43.6,0.39579317569732664
d3_res,57,1,6050,ses-2020-10-30-Run2,200,4.0,0.24333110302686692
d3_res,57,1,6050,ses-2020-10-30-Run2,400,8.0,0.26719724461436273
d3_res,57,1,6050,ses-2020-10-30-Run2,800,16.0,0.26996965408325196
d3_res,57,1,6050,ses-2020-10-30-Run2,1600,32.0,0.26183527857065203
d3_res,57,1,6050,ses-2020-10-30-Run2,3200,40.8,0.2671713471412659
d3_res,57,1,6050,ses-2020-10-30-Run2,1000000000,40.8,0.2671713471412659
d3_res,57,1,6050,ses-2020-11-18-Run1,200,4.0,0.0653724029660225
d3_res,57,1,6050,ses-2020-11-18-Run1,400,8.0,0.13944580256938935
d3_res,57,1,6050,ses-2020-11-18-Run1,800,16.0,0.1312546521425247
d3_res,57,1,6050,ses-2020-11-18-Run1,1600,32.0,0.13206255435943604
d3_res,57,1,6050,ses-2020-11-18-Run1,3200,40.3,0.13287806510925293
d3_res,57,1,6050,ses-2020-11-18-Run1,1000000000,40.3,0.13287806510925293
d3_res,57,1,6050,ses-2020-11-19-Run1,200,4.0,0.0553297147154808
d3_res,57,1,6050,ses-2020-11-19-Run1,400,8.0,0.020182791352272033
d3_res,57,1,6050,ses-2020-11-19-Run1,800,16.0,0.06542651057243347
d3_res,57,1,6050,ses-2020-11-19-Run1,1600,32.0,0.07407425194978715
d3_res,57,1,6050,ses-2020-11-19-Run1,3200,48.7,0.07131528109312057
d3_res,57,1,6050,ses-2020-11-19-Run1,1000000000,48.7,0.07131528109312057
d3_res,57,1,6050,ses-2020-11-24-Run1,200,4.0,0.018115338683128358
d3_res,57,1,6050,ses-2020-11-24-Run1,400,8.0,0.03215283006429672
d3_res,57,1,6050,ses-2020-11-24-Run1,800,16.0,0.03241862058639526
d3_res,57,1,6050,ses-2020-11-24-Run1,1600,32.0,0.032305982708930966
d3_res,57,1,6050,ses-2020-11-24-Run1,3200,35.4,0.035254156589508055
d3_res,57,1,6050,ses-2020-11-24-Run1,1000000000,35.4,0.035254156589508055
d3_res,57,1,6050,ses-2020-11-24-Run2,200,4.0,0.01730022057890892
d3_res,57,1,6050,ses-2020-11-24-Run2,400,8.0,0.031124717183411123
d3_res,57,1,6050,ses-2020-11-24-Run2,800,16.0,0.0391237176489085
d3_res,57,1,6050,ses-2020-11-24-Run2,1600,32.0,0.037845152989029886
d3_res,57,1,6050,ses-2020-11-24-Run2,3200,37.6,0.03613871382549405
d3_res,57,1,6050,ses-2020-11-24-Run2,1000000000,37.6,0.03613871382549405
d3_res,57,2,6050,ses-2020-10-30-Run1,200,4.0,0.3518597990274429
d3_res,57,2,6050,ses-2020-10-30-Run1,400,8.0,0.3675813764333725
d3_res,57,2,6050,ses-2020-10-30-Run1,800,16.0,0.36578971743583677
d3_res,57,2,6050,ses-2020-10-30-Run1,1600,32.0,0.37046097218990326
d3_res,57,2,6050,ses-2020-10-30-Run1,3200,43.6,0.3707899391651154
d3_res,57,2,6050,ses-2020-10-30-Run1,1000000000,43.6,0.3707899391651154
d3_res,57,2,6050,ses-2020-10-30-Run2,200,4.0,0.1608315397053957
d3_res,57,2,6050,ses-2020-10-30-Run2,400,8.0,0.17004504557698966
d3_res,57,2,6050,ses-2020-10-30-Run2,800,16.0,0.17945375218405388
d3_res,57,2,6050,ses-2020-10-30-Run2,1600,32.0,0.16865693870931864
d3_res,57,2,6050,ses-2020-10-30-Run2,3200,40.8,0.1737621568609029
d3_res,57,2,6050,ses-2020-10-30-Run2,1000000000,40.8,0.1737621568609029
d3_res,57,2,6050,ses-2020-11-18-Run1,200,4.0,0.004960810393095016
d3_res,57,2,6050,ses-2020-11-18-Run1,400,8.0,0.08668134463950991
d3_res,57,2,6050,ses-2020-11-18-Run1,800,16.0,0.08309419862926007
d3_res,57,2,6050,ses-2020-11-18-Run1,1600,32.0,0.08137512439861894
d3_res,57,2,6050,ses-2020-11-18-Run1,3200,40.3,0.08253986886702477
d3_res,57,2,6050,ses-2020-11-18-Run1,1000000000,40.3,0.08253986886702477
d3_res,57,2,6050,ses-2020-11-19-Run1,200,4.0,0.09057684913277626
d3_res,57,2,6050,ses-2020-11-19-Run1,400,8.0,0.05243638232350349
d3_res,57,2,6050,ses-2020-11-19-Run1,800,16.0,0.09169908761978149
d3_res,57,2,6050,ses-2020-11-19-Run1,1600,32.0,0.09870731830596924
d3_res,57,2,6050,ses-2020-11-19-Run1,3200,48.7,0.09656337313354016
d3_res,57,2,6050,ses-2020-11-19-Run1,1000000000,48.7,0.09656337313354016
d3_res,57,2,6050,ses-2020-11-24-Run1,200,4.0,0.040062653098721056
d3_res,57,2,6050,ses-2020-11-24-Run1,400,8.0,0.052177127078175546
d3_res,57,2,6050,ses-2020-11-24-Run1,800,16.0,0.05086331181228161
d3_res,57,2,6050,ses-2020-11-24-Run1,1600,32.0,0.053358250111341474
d3_res,57,2,6050,ses-2020-11-24-Run1,3200,35.4,0.0562476422637701
d3_res,57,2,6050,ses-2020-11-24-Run1,1000000000,35.4,0.0562476422637701
d3_res,57,2,6050,ses-2020-11-24-Run2,200,4.0,0.012899727374315263
d3_res,57,2,6050,ses-2020-11-24-Run2,400,8.0,0.006647125631570816
d3_res,57,2,6050,ses-2020-11-24-Run2,800,16.0,0.021441536396741866
d3_res,57,2,6050,ses-2020-11-24-Run2,1600,32.0,0.015988140553236007
d3_res,57,2,6050,ses-2020-11-24-Run2,3200,37.6,0.015481695532798767
d3_res,57,2,6050,ses-2020-11-24-Run2,1000000000,37.6,0.015481695532798767
d3_res,57,3,6050,ses-2020-10-30-Run1,200,4.0,0.39804117679595946
d3_res,57,3,6050,ses-2020-10-30-Run1,400,8.0,0.41254725456237795
d3_res,57,3,6050,ses-2020-10-30-Run1,800,16.0,0.41303992867469785
d3_res,57,3,6050,ses-2020-10-30-Run1,1600,32.0,0.4201076328754425
d3_res,57,3,6050,ses-2020-10-30-Run1,3200,43.6,0.42025851011276244
d3_res,57,3,6050,ses-2020-10-30-Run1,1000000000,43.6,0.42025851011276244
d3_res,57,3,6050,ses-2020-10-30-Run2,200,4.0,0.3359088685363531
d3_res,57,3,6050,ses-2020-10-30-Run2,400,8.0,0.34459501802921294
d3_res,57,3,6050,ses-2020-10-30-Run2,800,16.0,0.3487957984209061
d3_res,57,3,6050,ses-2020-10-30-Run2,1600,32.0,0.3407087281346321
d3_res,57,3,6050,ses-2020-10-30-Run2,3200,40.8,0.34356982111930845
d3_res,57,3,6050,ses-2020-10-30-Run2,1000000000,40.8,0.34356982111930845
d3_res,57,3,6050,ses-2020-11-18-Run1,200,4.0,0.10964049808681012
d3_res,57,3,6050,ses-2020-11-18-Run1,400,8.0,0.1533115843310952
d3_res,57,3,6050,ses-2020-11-18-Run1,800,16.0,0.1603620931506157
d3_res,57,3,6050,ses-2020-11-18-Run1,1600,32.0,0.15977499708533288
d3_res,57,3,6050,ses-2020-11-18-Run1,3200,40.3,0.16128920167684554
d3_res,57,3,6050,ses-2020-11-18-Run1,1000000000,40.3,0.16128920167684554
d3_res,57,3,6050,ses-2020-11-19-Run1,200,4.0,0.035122592747211454
d3_res,57,3,6050,ses-2020-11-19-Run1,400,8.0,-0.007466140389442444
d3_res,57,3,6050,ses-2020-11-19-Run1,800,16.0,0.03252655100077391
d3_res,57,3,6050,ses-2020-11-19-Run1,1600,32.0,0.03283000579103827
d3_res,57,3,6050,ses-2020-11-19-Run1,3200,48.7,0.03418256998993456
d3_res,57,3,6050,ses-2020-11-19-Run1,1000000000,48.7,0.03418256998993456
d3_res,57,3,6050,ses-2020-11-24-Run1,200,4.0,0.03314986974000931
d3_res,57,3,6050,ses-2020-11-24-Run1,400,8.0,0.051448380947113036
d3_res,57,3,6050,ses-2020-11-24-Run1,800,16.0,0.047273004055023195
d3_res,57,3,6050,ses-2020-11-24-Run1,1600,32.0,0.04853055477142334
d3_res,57,3,6050,ses-2020-11-24-Run1,3200,35.4,0.05037939846515656
d3_res,57,3,6050,ses-2020-11-24-Run1,1000000000,35.4,0.05037939846515656
d3_res,57,3,6050,ses-2020-11-24-Run2,200,4.0,-0.028380680829286575
d3_res,57,3,6050,ses-2020-11-24-Run2,400,8.0,-0.004040372371673584
d3_res,57,3,6050,ses-2020-11-24-Run2,800,16.0,0.006000002473592758
d3_res,57,3,6050,ses-2020-11-24-Run2,1600,32.0,0.006737561896443367
d3_res,57,3,6050,ses-2020-11-24-Run2,3200,37.6,0.005105093494057656
d3_res,57,3,6050,ses-2020-11-24-Run2,1000000000,37.6,0.005105093494057656
